Symbol,Market Cap,Country,Industry,Sector
NNN,7636716032,United States,reit-retail,real-estate
TTMI,7619607552,United States,electronic-components,technology
CIFR,7617375232,United States,capital-markets,financial-services
MASI,7610191872,United States,medical-devices,healthcare
R,7602966528,United States,rental-leasing-services,industrials
LKQ,7577284608,United States,auto-parts,consumer-cyclical
MUSA,7576108544,United States,specialty-retail,consumer-cyclical
ELP,7565138432,Brazil,utilities-regulated-electric,utilities
PDI,7548806656,United States,asset-management,financial-services
QS,7546443264,United States,auto-parts,consumer-cyclical
VIRT,7546024448,United States,capital-markets,financial-services
TX,7544104448,Luxembourg,steel,basic-materials
AXSM,7522574336,United States,biotechnology,healthcare
LLYVK,7512118784,United States,entertainment,communication-services
MOS,7494000128,United States,agricultural-inputs,basic-materials
SOLS,7480825344,United States,specialty-chemicals,basic-materials
LLYVA,7477690880,United States,entertainment,communication-services
AVTR,7452236288,United States,medical-instruments-supplies,healthcare
HALO,7447418368,United States,biotechnology,healthcare
PNFP,7445692416,United States,banks-regional,financial-services
VFC,7443306496,United States,apparel-manufacturing,consumer-cyclical
OLLI,7442518528,United States,discount-stores,consumer-defensive
CIGI,7437941760,Canada,real-estate-services,real-estate
CMC,7424665600,United States,steel,basic-materials
SIRI,7418392064,United States,entertainment,communication-services
STAG,7399170560,United States,reit-industrial,real-estate
NFG,7392709120,United States,oil-gas-integrated,energy
AG,7384762368,Canada,silver,basic-materials
BOKF,7377615360,United States,banks-regional,financial-services
SMTC,7367113728,United States,semiconductors,technology
JBTM,7327963648,United States,specialty-industrial-machinery,industrials
GRFS,7301627904,Spain,drug-manufacturers-general,healthcare
BRKR,7297733120,United States,medical-devices,healthcare
MRUS,7291947520,Netherlands,biotechnology,healthcare
VNO,7269136384,United States,reit-office,real-estate
CBSH,7263211008,United States,banks-regional,financial-services
IBP,7234520576,United States,residential-construction,consumer-cyclical
ELPC,7215596544,Brazil,utilities-regulated-electric,utilities
EXP,7206664704,United States,building-materials,basic-materials
NEU,7202142208,United States,specialty-chemicals,basic-materials
WING,7192041984,United States,restaurants,consumer-cyclical
HESM,7188382720,United States,oil-gas-midstream,energy
AAON,7145428992,United States,building-products-equipment,industrials
AL,7145138688,United States,rental-leasing-services,industrials
BEPC,7133013504,United States,utilities-renewable,utilities
PSN,7117809152,United States,information-technology-services,technology
CSAN,7113646592,Brazil,oil-gas-refining-marketing,energy
FLR,7106765312,United States,engineering-construction,industrials
FSV,7093436416,Canada,real-estate-services,real-estate
CWAN,7069834240,United States,software-application,technology
EMN,7065638400,United States,specialty-chemicals,basic-materials
SSD,7052883968,United States,lumber-wood-production,basic-materials
AMTM,7035109376,United States,specialty-business-services,industrials
HLNE,7029441536,United States,asset-management,financial-services
TTC,7025404928,United States,tools-accessories,industrials
MMYT,7011411456,India,travel-services,consumer-cyclical
SNV,7010273280,United States,banks-regional,financial-services
CLF,7001704448,United States,steel,basic-materials
BLSH,6999260160,Cayman Islands,software-infrastructure,technology
PJT,6995723776,United States,capital-markets,financial-services
RYTM,6980591104,United States,biotechnology,healthcare
JHG,6973798912,United Kingdom,asset-management,financial-services
INGR,6951431680,United States,packaged-foods,consumer-defensive
CWEN,6930342400,United States,utilities-renewable,utilities
STWD,6929947136,United States,reit-mortgage,real-estate
CDTX,6929507840,United States,biotechnology,healthcare
HBM,6924678144,Canada,copper,basic-materials
TAL,6912806400,China,education-training-services,consumer-defensive
GLBE,6901062144,Israel,internet-retail,consumer-cyclical
GGB,6900188160,Brazil,steel,basic-materials
OBDC,6888929792,United States,asset-management,financial-services
MHK,6877381632,United States,furnishings-fixtures-appliances,consumer-cyclical
IDA,6853474816,United States,utilities-regulated-electric,utilities
ORA,6846460928,United States,utilities-renewable,utilities
JXN,6846041600,United States,insurance-life,financial-services
FND,6840358912,United States,home-improvement-retail,consumer-cyclical
ZK,6829566976,China,auto-manufacturers,consumer-cyclical
FCFS,6829037568,United States,credit-services,financial-services
VOYA,6828307968,United States,financial-conglomerates,financial-services
OTF,6827876864,United States,asset-management,financial-services
LBRDA,6823645696,United States,telecom-services,communication-services
OPEN,6819585024,United States,real-estate-services,real-estate
MAT,6814530048,United States,leisure,consumer-cyclical
LBRDK,6814320640,United States,telecom-services,communication-services
PFSI,6802800128,United States,mortgage-finance,financial-services
URBN,6790336512,United States,apparel-retail,consumer-cyclical
PRIM,6789705728,United States,engineering-construction,industrials
KRYS,6789189632,United States,biotechnology,healthcare
TFPM,6786686976,Canada,other-precious-metals-mining,basic-materials
GDS,6743141888,China,information-technology-services,technology
FSS,6740022272,United States,pollution-treatment-controls,industrials
PONY,6737381376,China,information-technology-services,technology
BETA,6722383360,United States,aerospace-defense,industrials
ESAB,6717668864,United States,metal-fabrication,industrials
PB,6709880320,United States,banks-regional,financial-services
ADT,6708259840,United States,security-protection-services,industrials
ICL,6685684736,Israel,agricultural-inputs,basic-materials
UEC,6648958976,United States,uranium,energy
SRAD,6647073792,Switzerland,software-application,technology
CIG,6614716416,Brazil,utilities-diversified,utilities
FAF,6578663936,United States,insurance-specialty,financial-services
EXLS,6576815616,United States,information-technology-services,technology
WAY,6571724288,United States,health-information-services,healthcare
NICE,6556968960,Israel,software-application,technology
BYD,6485298688,United States,resorts-casinos,consumer-cyclical
VLY,6464777728,United States,banks-regional,financial-services
LFUS,6463233024,United States,electronic-components,technology
BTSG,6454809088,United States,health-information-services,healthcare
MTG,6452338688,United States,insurance-specialty,financial-services
CGNX,6439116800,United States,scientific-technical-instruments,technology
TRNO,6433623040,United States,reit-industrial,real-estate
DLB,6421560320,United States,specialty-business-services,industrials
BVN,6413168128,Peru,other-precious-metals-mining,basic-materials
MIDD,6399664640,United States,specialty-industrial-machinery,industrials
OR,6393958400,Canada,gold,basic-materials
SLM,6392038912,United States,credit-services,financial-services
ESI,6386377728,United States,specialty-chemicals,basic-materials
THG,6360701440,United States,insurance-property-casualty,financial-services
CRUS,6355950592,United States,semiconductors,technology
MSA,6355553792,United States,security-protection-services,industrials
TXNM,6342490624,United States,utilities-regulated-electric,utilities
ACHR,6313339392,United States,aerospace-defense,industrials
KEX,6300935680,United States,marine-shipping,industrials
LOAR,6296111104,United States,aerospace-defense,industrials
GTLB,6289739776,United States,software-infrastructure,technology
RITM,6284590592,United States,reit-mortgage,real-estate
MKTX,6248717312,United States,capital-markets,financial-services
EAT,6240364032,United States,restaurants,consumer-cyclical
GKOS,6232243712,United States,medical-devices,healthcare
AXTA,6204026880,United States,specialty-chemicals,basic-materials
PTCT,6202672640,United States,biotechnology,healthcare
PRAX,6201528832,United States,biotechnology,healthcare
HR,6190751232,United States,reit-healthcare-facilities,real-estate
CAVA,6190179328,United States,restaurants,consumer-cyclical
BOOT,6177735680,United States,apparel-retail,consumer-cyclical
NXE,6159419904,Canada,uranium,energy
CHE,6148817920,United States,medical-care-facilities,healthcare
SEE,6140978176,United States,packaging-containers,consumer-cyclical
NGD,6128022016,Canada,gold,basic-materials
LIF,6115240448,United States,software-application,technology
MIR,6114142720,United States,specialty-industrial-machinery,industrials
TEO,6104132608,Argentina,telecom-services,communication-services
FOUR,6104092672,United States,software-infrastructure,technology
TMHC,6101951488,United States,residential-construction,consumer-cyclical
HXL,6097809920,United States,aerospace-defense,industrials
ESNT,6094312960,Bermuda,insurance-specialty,financial-services
BTG,6092787712,Canada,gold,basic-materials
EPRT,6090105856,United States,reit-retail,real-estate
PCVX,6084523008,United States,biotechnology,healthcare
FNB,6073116672,United States,banks-regional,financial-services
BMA,6071074304,Argentina,banks-regional,financial-services
WULF,6070887424,United States,capital-markets,financial-services
RDNT,6062930944,United States,diagnostics-research,healthcare
KD,6055972352,United States,information-technology-services,technology
M,6052964864,United States,department-stores,consumer-cyclical
STVN,6036111360,Italy,medical-instruments-supplies,healthcare
FBIN,6033348608,United States,building-products-equipment,industrials
GXO,6015477760,United States,integrated-freight-logistics,industrials
NOV,6004967936,United States,oil-gas-equipment-services,energy
CWST,6004562944,United States,waste-management,industrials
GATX,5969063936,United States,rental-leasing-services,industrials
BLCO,5957472256,Canada,medical-instruments-supplies,healthcare
COGT,5951410688,United States,biotechnology,healthcare
ATAT,5926795264,China,lodging,consumer-cyclical
HPP,5920190976,United States,reit-office,real-estate
LMND,5901509120,United States,insurance-property-casualty,financial-services
LTH,5889881600,United States,leisure,consumer-cyclical
PRMB,5876435968,United States,beverages-non-alcoholic,consumer-defensive
BFAM,5865763328,United States,personal-services,consumer-cyclical
LPX,5864675840,United States,building-products-equipment,industrials
MNSO,5860868608,China,specialty-retail,consumer-cyclical
SITE,5860308992,United States,industrial-distribution,industrials
PIPR,5843339264,United States,capital-markets,financial-services
KMX,5825801216,United States,auto-truck-dealerships,consumer-cyclical
ROAD,5824503808,United States,engineering-construction,industrials
COMP,5802274304,United States,real-estate-services,real-estate
TKR,5796041216,United States,tools-accessories,industrials
ARW,5793997312,United States,electronics-computer-distribution,technology
RRR,5787208192,United States,resorts-casinos,consumer-cyclical
CNX,5784019456,United States,oil-gas-e-p,energy
RHP,5779993600,United States,reit-hotel-motel,real-estate
SOBO,5777947136,Canada,oil-gas-midstream,energy
DAR,5775373312,United States,packaged-foods,consumer-defensive
OLED,5766874112,United States,electronic-components,technology
RAL,5764377600,United States,electronic-components,technology
ALK,5758835200,United States,airlines,industrials
IRTC,5746928640,United States,medical-devices,healthcare
RLI,5737109504,United States,insurance-property-casualty,financial-services
LEA,5734553088,United States,auto-parts,consumer-cyclical
NXST,5731953152,United States,broadcasting,communication-services
SWX,5708303360,United States,utilities-regulated-gas,utilities
KBR,5707684352,United States,engineering-construction,industrials
SGHC,5678309888,Guernsey,gambling,consumer-cyclical
GTES,5640843776,United States,specialty-industrial-machinery,industrials
MTDR,5629638144,United States,oil-gas-e-p,energy
BLTE,5627194880,United States,biotechnology,healthcare
BIPC,5610382336,United States,utilities-regulated-gas,utilities
DOOO,5607587840,Canada,recreational-vehicles,consumer-cyclical
PTGX,5604529152,United States,biotechnology,healthcare
ACT,5603738624,United States,insurance-specialty,financial-services
CHRD,5591254016,United States,oil-gas-e-p,energy
WIX,5580873728,Israel,software-infrastructure,technology
HOMB,5579837952,United States,banks-regional,financial-services
RIOT,5557773824,United States,capital-markets,financial-services
ENS,5531991552,United States,electrical-equipment-parts,industrials
FCN,5526452224,United States,consulting-services,industrials
WH,5506812928,United States,lodging,consumer-cyclical
GBCI,5495220224,United States,banks-regional,financial-services
WFRD,5490349056,United States,oil-gas-equipment-services,energy
POR,5463588352,United States,utilities-regulated-electric,utilities
ENLT,5445467648,Israel,utilities-renewable,utilities
MAIN,5440651264,United States,asset-management,financial-services
MSGS,5430449152,United States,entertainment,communication-services
CRSP,5420677120,Switzerland,biotechnology,healthcare
ALGM,5409178112,United States,semiconductors,technology
HRB,5384518144,United States,personal-services,consumer-cyclical
CVLT,5379174400,United States,software-application,technology
BILL,5365249536,United States,software-application,technology
HWC,5363294720,United States,banks-regional,financial-services
SOUN,5360423424,United States,software-application,technology
CAMT,5357855744,Israel,semiconductor-equipment-materials,technology
TGS,5341185024,Argentina,oil-gas-integrated,energy
UBSI,5338638848,United States,banks-regional,financial-services
THO,5328250880,United States,recreational-vehicles,consumer-cyclical
ENIC,5325825024,Chile,utilities-regulated-electric,utilities
TFX,5325426176,United States,medical-instruments-supplies,healthcare
VNT,5310540288,United States,scientific-technical-instruments,technology
BMI,5308686848,United States,scientific-technical-instruments,technology
CORZ,5305149440,United States,software-infrastructure,technology
VIST,5304566784,Mexico,oil-gas-e-p,energy
OZK,5287346688,United States,banks-regional,financial-services
UFPI,5283930112,United States,lumber-wood-production,basic-materials
FLG,5280099328,United States,banks-regional,financial-services
BKH,5278609408,United States,utilities-regulated-gas,utilities
ETSY,5278522368,United States,internet-retail,consumer-cyclical
WEX,5273574912,United States,software-infrastructure,technology
QLYS,5272886272,United States,software-infrastructure,technology
MRP,5263970816,United States,reit-residential,real-estate
ACA,5262040576,United States,engineering-construction,industrials
ABCB,5250323456,United States,banks-regional,financial-services
APGE,5243577856,United States,biotechnology,healthcare
CACC,5221916672,United States,credit-services,financial-services
POST,5214731776,United States,packaged-foods,consumer-defensive
NE,5211761152,United States,oil-gas-drilling,energy
FRO,5204922880,Cyprus,oil-gas-midstream,energy
LEGN,5195317248,United States,biotechnology,healthcare
WTM,5195036672,Bermuda,insurance-property-casualty,financial-services
LAZ,5194560512,United States,capital-markets,financial-services
MTN,5190204928,United States,resorts-casinos,consumer-cyclical
PAM,5187879424,Argentina,utilities-independent-power-producers,utilities
WK,5184547840,United States,software-application,technology
MTH,5139608064,United States,residential-construction,consumer-cyclical
HHH,5131472384,United States,real-estate-development,real-estate
CBC,5130458624,United States,banks-regional,financial-services
CSW,5112486912,United States,specialty-industrial-machinery,industrials
GPI,5105421824,United States,auto-truck-dealerships,consumer-cyclical
INGM,5101076992,United States,information-technology-services,technology
GNTX,5096542720,United States,auto-parts,consumer-cyclical
MC,5094710272,United States,capital-markets,financial-services
KRG,5087384064,United States,reit-retail,real-estate
TKC,5071632896,Turkey,telecom-services,communication-services
BLLN,5068795904,United States,diagnostics-research,healthcare
REZI,5061862400,United States,industrial-distribution,industrials
ESE,5055243264,United States,scientific-technical-instruments,technology
REYN,5050014208,United States,packaging-containers,consumer-cyclical
MCY,4982206976,United States,insurance-property-casualty,financial-services
AVAL,4950282752,Colombia,banks-regional,financial-services
MMSI,4946585600,United States,medical-instruments-supplies,healthcare
LGN,4928714752,United States,engineering-construction,industrials
LSTR,4922187776,United States,integrated-freight-logistics,industrials
OMAB,4912074752,Mexico,airports-air-services,industrials
WFG,4906719232,Canada,lumber-wood-production,basic-materials
GOLF,4904087040,United States,leisure,consumer-cyclical
AUB,4901198848,United States,banks-regional,financial-services
CROX,4899176960,United States,footwear-accessories,consumer-cyclical
CPA,4895021056,Panama,airlines,industrials
RIG,4890398720,Switzerland,oil-gas-drilling,energy
CELC,4887632896,United States,biotechnology,healthcare
ST,4887521280,United States,scientific-technical-instruments,technology
BCPC,4884506624,United States,specialty-chemicals,basic-materials
TGTX,4883441152,United States,biotechnology,healthcare
SNEX,4879056896,United States,capital-markets,financial-services
ALKS,4874268672,Ireland,drug-manufacturers-specialty-generic,healthcare
KRC,4871426560,United States,reit-office,real-estate
S,4866537472,United States,software-infrastructure,technology
SR,4866512896,United States,utilities-regulated-gas,utilities
BCO,4861572608,United States,security-protection-services,industrials
EOSE,4858231808,United States,electrical-equipment-parts,industrials
ELF,4854432768,United States,household-personal-products,consumer-defensive
OPCH,4850999296,United States,medical-care-facilities,healthcare
LEU,4848589312,United States,uranium,energy
PECO,4834821120,United States,reit-retail,real-estate
CZR,4833723392,United States,resorts-casinos,consumer-cyclical
BDC,4832828416,United States,communication-equipment,technology
CCC,4832315392,United States,software-application,technology
OSCR,4829042176,United States,healthcare-plans,healthcare
SKY,4825517568,United States,residential-construction,consumer-cyclical
PACS,4817481728,United States,medical-care-facilities,healthcare
BGSI,4817224192,Canada,auto-truck-dealerships,consumer-cyclical
SLMBP,4811569664,United States,credit-services,financial-services
SBRA,4807461888,United States,reit-healthcare-facilities,real-estate
AX,4797180416,United States,banks-regional,financial-services
KYMR,4793244160,United States,biotechnology,healthcare
NPO,4774336512,United States,specialty-industrial-machinery,industrials
PHI,4774195712,Philippines,telecom-services,communication-services
MMS,4771122688,United States,specialty-business-services,industrials
PI,4765070848,United States,semiconductors,technology
MAC,4759232512,United States,reit-retail,real-estate
SHC,4758573056,United States,diagnostics-research,healthcare
BULL,4752205312,United States,software-application,technology
CAR,4746314752,United States,rental-leasing-services,industrials
LB,4741919232,United States,oil-gas-equipment-services,energy
IEP,4741647360,United States,oil-gas-refining-marketing,energy
GHC,4739292672,United States,education-training-services,consumer-defensive
ACIW,4737547776,United States,software-infrastructure,technology
GPK,4737016832,United States,packaging-containers,consumer-cyclical
ADMA,4736819712,United States,biotechnology,healthcare
GVA,4732407808,United States,engineering-construction,industrials
AB,4730996224,United States,asset-management,financial-services
VSAT,4728828416,United States,communication-equipment,technology
OGS,4724924416,United States,utilities-regulated-gas,utilities
NNI,4719954944,United States,credit-services,financial-services
SIGI,4718332416,United States,insurance-property-casualty,financial-services
SAIC,4715872256,United States,information-technology-services,technology
RDN,4705534976,United States,insurance-specialty,financial-services
HRI,4700677632,United States,rental-leasing-services,industrials
ABG,4696926720,United States,auto-truck-dealerships,consumer-cyclical
ZETA,4684706304,United States,software-infrastructure,technology
ECG,4679853568,United States,engineering-construction,industrials
MUR,4674696192,United States,oil-gas-e-p,energy
TMDX,4665136640,United States,medical-devices,healthcare
SLAB,4649348608,United States,semiconductors,technology
ACAD,4642349568,United States,biotechnology,healthcare
SPR,4642166784,United States,aerospace-defense,industrials
MSM,4626677248,United States,industrial-distribution,industrials
QTWO,4597205504,United States,software-application,technology
WGS,4594673664,United States,diagnostics-research,healthcare
SRRK,4592375808,United States,biotechnology,healthcare
HUT,4583994368,United States,capital-markets,financial-services
CVCO,4581467136,United States,residential-construction,consumer-cyclical
BOX,4581289472,United States,software-infrastructure,technology
LAUR,4574339072,United States,education-training-services,consumer-defensive
BC,4573809664,United States,recreational-vehicles,consumer-cyclical
STUB,4568241152,United States,internet-content-information,communication-services
TDS,4552433664,United States,telecom-services,communication-services
SNDR,4549024768,United States,trucking,industrials
UPST,4548143104,United States,credit-services,financial-services
NJR,4541532672,United States,utilities-regulated-gas,utilities
FG,4540357632,United States,insurance-life,financial-services
LPL,4539999744,South Korea,consumer-electronics,technology
SIM,4524932096,Mexico,steel,basic-materials
YOU,4516721664,United States,software-application,technology
OSIS,4516113920,United States,electronic-components,technology
AQN,4504421888,Canada,utilities-diversified,utilities
MGY,4501315584,United States,oil-gas-e-p,energy
ALH,4496672768,United States,furnishings-fixtures-appliances,consumer-cyclical
AKRO,4490798592,United States,biotechnology,healthcare
OS,4489535488,United States,software-infrastructure,technology
ITRI,4482580480,United States,scientific-technical-instruments,technology
CLBT,4468895232,Israel,software-infrastructure,technology
TNL,4454958592,United States,travel-services,consumer-cyclical
FORM,4453357056,United States,semiconductor-equipment-materials,technology
CE,4449184256,United States,chemicals,basic-materials
FFIN,4447981056,United States,banks-regional,financial-services
MARA,4439884288,United States,capital-markets,financial-services
IFS,4436252160,Peru,banks-regional,financial-services
CRNX,4428601856,United States,biotechnology,healthcare
CNTA,4421294080,United Kingdom,biotechnology,healthcare
DOCN,4419070464,United States,software-infrastructure,technology
PAY,4413829120,United States,software-infrastructure,technology
MZTI,4404063232,United States,packaged-foods,consumer-defensive
NMRK,4402128896,United States,real-estate-services,real-estate
PAGP,4401377792,United States,oil-gas-midstream,energy
INDV,4390857728,United States,drug-manufacturers-specialty-generic,healthcare
FLNC,4381532672,United States,utilities-renewable,utilities
AROC,4371965440,United States,oil-gas-equipment-services,energy
NSA,4364697600,United States,reit-industrial,real-estate
VKTX,4357551104,United States,biotechnology,healthcare
ANF,4350359040,United States,apparel-retail,consumer-cyclical
LCID,4350340608,United States,auto-manufacturers,consumer-cyclical
VICR,4349532160,United States,electronic-components,technology
ASB,4333894656,United States,banks-regional,financial-services
AGX,4332691456,United States,engineering-construction,industrials
RUSHA,4332558336,United States,auto-truck-dealerships,consumer-cyclical
HGTY,4332455936,United States,insurance-property-casualty,financial-services
AD,4331087360,United States,telecom-services,communication-services
FSK,4329826816,United States,asset-management,financial-services
LOPE,4308297216,United States,education-training-services,consumer-defensive
IBOC,4306714112,United States,banks-regional,financial-services
LNTH,4304029696,United States,drug-manufacturers-specialty-generic,healthcare
RUSHB,4302684160,United States,auto-truck-dealerships,consumer-cyclical
ATMU,4292441088,United States,auto-parts,consumer-cyclical
HCC,4290250496,United States,coking-coal,basic-materials
EBC,4289117952,United States,banks-regional,financial-services
CNR,4286033408,United States,thermal-coal,energy
UGP,4277500416,Brazil,oil-gas-refining-marketing,energy
TCBI,4275361024,United States,banks-regional,financial-services
WHR,4270665984,United States,furnishings-fixtures-appliances,consumer-cyclical
VAL,4267822848,Bermuda,oil-gas-equipment-services,energy
SSRM,4264477440,United States,gold,basic-materials
VCTR,4250761984,United States,asset-management,financial-services
COMM,4247088640,United States,communication-equipment,technology
MRCY,4241867776,United States,aerospace-defense,industrials
PRM,4238014208,United States,specialty-chemicals,basic-materials
KTB,4236232960,United States,apparel-manufacturing,consumer-cyclical
KNF,4229413120,United States,building-materials,basic-materials
ORLA,4221511168,Canada,gold,basic-materials
SEB,4221259264,United States,conglomerates,industrials
AGO,4218187008,Bermuda,insurance-specialty,financial-services
RSI,4217893120,United States,gambling,consumer-cyclical
HASI,4213566464,United States,asset-management,financial-services
GBTG,4192641024,United States,travel-services,consumer-cyclical
FELE,4189317120,United States,specialty-industrial-machinery,industrials
CAAP,4188864000,Luxembourg,airports-air-services,industrials
GPOR,4183443968,United States,oil-gas-e-p,energy
WPP,4179115776,United Kingdom,advertising-agencies,communication-services
BGC,4175705600,United States,capital-markets,financial-services
SKYW,4175111680,United States,airlines,industrials
TAC,4171602176,Canada,utilities-independent-power-producers,utilities
NOVT,4170782976,United States,scientific-technical-instruments,technology
CUZ,4144378880,United States,reit-office,real-estate
SLGN,4139566080,United States,packaging-containers,consumer-cyclical
POWL,4137064448,United States,electrical-equipment-parts,industrials
CALM,4108401664,United States,farm-products,consumer-defensive
KBH,4101547520,United States,residential-construction,consumer-cyclical
ENPH,4089366016,United States,solar,technology
VIAV,4089003008,United States,communication-equipment,technology
SON,4086365952,United States,packaging-containers,consumer-cyclical
RUN,4079295232,United States,solar,technology
TMC,4059399424,Canada,other-industrial-metals-mining,basic-materials
PLXS,4057993984,United States,electronic-components,technology
IRT,4050753024,United States,reit-residential,real-estate
INSP,4046062080,United States,medical-devices,healthcare
HAE,4043998976,United States,medical-devices,healthcare
AVT,4039634432,United States,electronics-computer-distribution,technology
NWE,4026458880,United States,utilities-regulated-electric,utilities
ACLX,4022158848,United States,biotechnology,healthcare
NG,4004161536,Canada,gold,basic-materials
IMVT,4003315968,United States,biotechnology,healthcare
AEO,4000763648,United States,apparel-retail,consumer-cyclical
NAMS,3998159360,Netherlands,biotechnology,healthcare
CRC,3988036096,United States,oil-gas-e-p,energy
SEI,3973825536,United States,oil-gas-equipment-services,energy
CHH,3968339712,United States,lodging,consumer-cyclical
VSEC,3962880256,United States,aerospace-defense,industrials
TFSL,3960508160,United States,banks-regional,financial-services
PSMT,3953453824,United States,discount-stores,consumer-defensive
SFBS,3945881088,United States,banks-regional,financial-services
FHI,3943929088,United States,asset-management,financial-services
HNGE,3939119616,United States,health-information-services,healthcare
GRAL,3936425216,United States,diagnostics-research,healthcare
MDU,3936413184,United States,utilities-regulated-gas,utilities
PL,3932176896,United States,aerospace-defense,industrials
VSCO,3932068096,United States,apparel-retail,consumer-cyclical
EPR,3931887360,United States,reit-specialty,real-estate
ALE,3928032768,United States,utilities-diversified,utilities
STNE,3927258624,Cayman Islands,software-infrastructure,technology
BRBR,3926770688,United States,packaged-foods,consumer-defensive
SXT,3924907520,United States,specialty-chemicals,basic-materials
GLNG,3918388736,Bermuda,oil-gas-midstream,energy
DLO,3916929280,Uruguay,software-infrastructure,technology
ALHC,3911793408,United States,healthcare-plans,healthcare
OUT,3898237440,United States,reit-specialty,real-estate
CNO,3894725120,United States,insurance-life,financial-services
PLBL,3887370752,Indonesia,department-stores,consumer-cyclical
BBWI,3882512128,United States,specialty-retail,consumer-cyclical
LBTYA,3880474368,Bermuda,telecom-services,communication-services
VVV,3878309120,United States,auto-truck-dealerships,consumer-cyclical
DORM,3870147584,United States,auto-parts,consumer-cyclical
PBF,3869306368,United States,oil-gas-refining-marketing,energy
FTDR,3866117632,United States,personal-services,consumer-cyclical
MWA,3841498624,United States,specialty-industrial-machinery,industrials
LBTYK,3839110400,Bermuda,telecom-services,communication-services
AMRX,3828940288,United States,drug-manufacturers-specialty-generic,healthcare
SSL,3825225984,South Africa,specialty-chemicals,basic-materials
ARQT,3821756416,United States,biotechnology,healthcare
BBAR,3818944256,Argentina,banks-regional,financial-services
GEF,3795104256,United States,packaging-containers,consumer-cyclical
PII,3793949696,United States,recreational-vehicles,consumer-cyclical
UCB,3781635328,United States,banks-regional,financial-services
PVH,3776921856,United States,apparel-manufacturing,consumer-cyclical
GBDC,3759681792,United States,asset-management,financial-services
TBBB,3756317696,Mexico,discount-stores,consumer-defensive
WSC,3752567552,United States,rental-leasing-services,industrials
FRSH,3741944320,United States,software-application,technology
BHF,3736138752,United States,insurance-life,financial-services
NHI,3735335168,United States,reit-healthcare-facilities,real-estate
HGV,3732599296,United States,resorts-casinos,consumer-cyclical
UUUU,3704046336,United States,uranium,energy
TREX,3700290048,United States,building-products-equipment,industrials
MATX,3699923968,United States,marine-shipping,industrials
EXPO,3697693184,United States,engineering-construction,industrials
SKT,3693879808,United States,reit-retail,real-estate
LBTYB,3690862592,Bermuda,telecom-services,communication-services
BRC,3672236032,United States,security-protection-services,industrials
CLSK,3666510336,United States,capital-markets,financial-services
INDB,3656837376,United States,banks-regional,financial-services
CWK,3652403712,United States,real-estate-services,real-estate
BANF,3645091584,United States,banks-regional,financial-services
LGND,3638559488,United States,biotechnology,healthcare
INTR,3631508224,Brazil,banks-regional,financial-services
ETOR,3600108544,Israel,capital-markets,financial-services
CALX,3590196480,United States,software-infrastructure,technology
BL,3588875008,United States,software-application,technology
MIAX,3588027648,United States,capital-markets,financial-services
TPC,3577047040,United States,engineering-construction,industrials
PATK,3571467520,United States,furnishings-fixtures-appliances,consumer-cyclical
VRNS,3560498944,United States,software-infrastructure,technology
CARG,3557485312,United States,auto-truck-dealerships,consumer-cyclical
GNW,3554357760,United States,insurance-life,financial-services
CRVL,3549302784,United States,insurance-brokers,financial-services
MYRG,3547588352,United States,engineering-construction,industrials
INTA,3539224064,United States,software-application,technology
AGYS,3533953024,United States,software-application,technology
BTU,3528832000,United States,thermal-coal,energy
VCYT,3526383872,United States,diagnostics-research,healthcare
MHO,3525270784,United States,residential-construction,consumer-cyclical
YETI,3521882368,United States,leisure,consumer-cyclical
IRON,3520580096,United States,biotechnology,healthcare
MIRM,3519432192,United States,biotechnology,healthcare
ICUI,3518095872,United States,medical-instruments-supplies,healthcare
FIBK,3512204544,United States,banks-regional,financial-services
RARE,3509853952,United States,biotechnology,healthcare
KC,3508408064,China,software-application,technology
CGON,3492845312,United States,biotechnology,healthcare
JOE,3489549056,United States,real-estate-diversified,real-estate
HAYW,3489329408,United States,electrical-equipment-parts,industrials
USLM,3478272000,United States,building-materials,basic-materials
XENE,3478148096,Canada,biotechnology,healthcare
CBT,3475792896,United States,specialty-chemicals,basic-materials
VEON,3473238528,United Arab Emirates,telecom-services,communication-services
NAVN,3472619776,United States,software-application,technology
TARS,3471063040,United States,biotechnology,healthcare
KFY,3461472256,United States,staffing-employment-services,industrials
LIVN,3459806208,United Kingdom,medical-devices,healthcare
IPGP,3458655744,United States,semiconductor-equipment-materials,technology
RNST,3450226688,United States,banks-regional,financial-services
HTGC,3449009152,United States,asset-management,financial-services
CATY,3444997888,United States,banks-regional,financial-services
BNL,3444482304,United States,reit-diversified,real-estate
AUGO,3443292416,United States,gold,basic-materials
OTTR,3441700352,United States,conglomerates,industrials
GFF,3440684032,United States,building-products-equipment,industrials
ATGE,3434755072,United States,education-training-services,consumer-defensive
FULT,3431373824,United States,banks-regional,financial-services
MLCO,3430012416,Hong Kong,resorts-casinos,consumer-cyclical
SIG,3415469568,Bermuda,luxury-goods,consumer-cyclical
VRRM,3411487744,United States,information-technology-services,technology
BXMT,3410985728,United States,reit-mortgage,real-estate
NP,3410844928,United States,insurance-brokers,financial-services
AHL,3398019584,Bermuda,insurance-property-casualty,financial-services
KAI,3392456192,United States,specialty-industrial-machinery,industrials
VLYPO,3388817408,United States,banks-regional,financial-services
ENVA,3386207488,United States,credit-services,financial-services
